id,name,recvTime,NO2,O3,SO2,CO,CO2,PM10,PM25,PM1
54696,Gases-PaisValencia,2022-03-25T16:10:15.882Z,0,170.67007,0,152.3408,,,,
54697,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:10:52.566Z,,,,,430,,,
54698,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:12:33.874Z,,,,,432,,,
54699,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:14:38.186Z,,,,,434,,,
54700,Particulas-ZonaNortePolideportivo,2022-03-25T16:15:48.543Z,,,,,,56,47,26
54701,Particulas-GilAlbert,2022-03-25T16:15:46.864Z,,,,,,47,39,24
54702,Particulas-CantoPinyo,2022-03-25T16:15:49.124Z,,,,,,28,26,6
54703,Particulas-Oliver,2022-03-25T16:16:02.224Z,,,,,,0,0,0
54704,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:16:50.938Z,,,,,433,,,
54705,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:18:32.328Z,,,,,435,,,
54706,Gases-ZonaNortePolideportivo,2022-03-25T16:20:29.448Z,5.393695,113.548744,0,120.50364,,,,
54707,Gases-ZonaNortePolideportivo,2022-03-25T16:20:37.930Z,6.891943,117.309746,6.28314,161.41803,,,,
54708,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:20:40.610Z,,,,,439,,,
54709,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:22:50.984Z,,,,,439,,,
54710,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:24:35.121Z,,,,,440,,,
54711,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:26:48.94Z,,,,,440,,,
54712,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:29:01.903Z,,,,,439,,,
54713,Particulas-GilAlbert,2022-03-25T16:30:45.970Z,,,,,,48,38,24
54714,Particulas-ZonaNortePolideportivo,2022-03-25T16:30:47.821Z,,,,,,39,36,27
54715,Particulas-CantoPinyo,2022-03-25T16:30:49.140Z,,,,,,17,13,9
54716,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:30:50.541Z,,,,,438,,,
54717,Particulas-Oliver,2022-03-25T16:31:02.936Z,,,,,,0,0,0
54718,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:32:40.597Z,,,,,439,,,
54719,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:34:50.401Z,,,,,437,,,
54720,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:36:48.529Z,,,,,438,,,
54721,Gases-GilAlbert,2022-03-25T16:38:16.819Z,54.22921,80.82939,0,166.84628,,,,
54722,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:38:53.54Z,,,,,437,,,
54723,Gases-Oliver,2022-03-25T16:40:21.979Z,48.889896,86.49546,0,204.84763,,,,
54724,Gases-CantoPinyo,2022-03-25T16:40:29.590Z,17.315174,110.671295,0,131.04683,,,,
54725,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:40:52.529Z,,,,,438,,,
54726,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:42:45.367Z,,,,,440,,,
54727,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:44:49.220Z,,,,,438,,,
54728,Particulas-ZonaNortePolideportivo,2022-03-25T16:45:48.483Z,,,,,,47,38,32
54729,Particulas-GilAlbert,2022-03-25T16:45:47.226Z,,,,,,49,39,24
54730,Particulas-CantoPinyo,2022-03-25T16:45:51.662Z,,,,,,20,18,13
54731,Particulas-Oliver,2022-03-25T16:46:02.219Z,,,,,,0,0,0
54732,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:46:53.430Z,,,,,437,,,
54733,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:48:48.293Z,,,,,434,,,
54734,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:50:56.852Z,,,,,436,,,
54735,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:52:59.949Z,,,,,436,,,
54736,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:54:49.123Z,,,,,436,,,
54737,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:56:58.202Z,,,,,434,,,
54738,Particulas-PaisValencia,2022-03-25T16:57:07.974Z,,,,,,47,38,22
54739,SondaCO2-ExteriorEduardoLatorre,2022-03-25T16:59:01.812Z,,,,,436,,,
54740,Particulas-GilAlbert,2022-03-25T17:00:51.452Z,,,,,,46,38,26
54741,Particulas-ZonaNortePolideportivo,2022-03-25T17:00:51.775Z,,,,,,59,44,29
54742,Particulas-CantoPinyo,2022-03-25T17:00:52.74Z,,,,,,26,24,13
54743,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:00:55.121Z,,,,,436,,,
54744,Particulas-Oliver,2022-03-25T17:01:02.82Z,,,,,,0,0,0
54745,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:02:59.43Z,,,,,434,,,
54746,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:04:58.852Z,,,,,435,,,
54747,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:07:09.551Z,,,,,435,,,
54748,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:08:57.651Z,,,,,433,,,
54749,Gases-PaisValencia,2022-03-25T17:10:33.438Z,0,170.67007,0,152.3408,,,,
54750,Gases-PaisValencia,2022-03-25T17:10:33.450Z,0,162.75792,0,172.04355,,,,
54751,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:11:00.593Z,,,,,432,,,
54752,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:13:11.104Z,,,,,436,,,
54753,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:15:04.395Z,,,,,437,,,
54754,Particulas-GilAlbert,2022-03-25T17:15:47.441Z,,,,,,55,43,25
54755,Particulas-ZonaNortePolideportivo,2022-03-25T17:15:50.420Z,,,,,,46,39,28
54756,Particulas-CantoPinyo,2022-03-25T17:15:51.204Z,,,,,,32,24,10
54757,Particulas-Oliver,2022-03-25T17:16:03.370Z,,,,,,0,0,0
54758,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:17:14.701Z,,,,,441,,,
54759,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:19:08.85Z,,,,,440,,,
54760,Gases-ZonaNortePolideportivo,2022-03-25T17:20:21.825Z,6.891943,106.17302,8.58142,117.23049,,,,
54761,Gases-ZonaNortePolideportivo,2022-03-25T17:20:22.421Z,9.88844,102.17195,8.58142,116.713684,,,,
54762,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:21:05.697Z,,,,,438,,,
54763,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:23:05.201Z,,,,,437,,,
54764,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:25:08.301Z,,,,,439,,,
54765,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:27:13.841Z,,,,,437,,,
54766,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:29:09.749Z,,,,,438,,,
54767,Particulas-GilAlbert,2022-03-25T17:30:46.672Z,,,,,,55,44,22
54768,Particulas-CantoPinyo,2022-03-25T17:30:49.121Z,,,,,,26,19,10
54769,Particulas-ZonaNortePolideportivo,2022-03-25T17:30:47.271Z,,,,,,56,42,29
54770,Particulas-Oliver,2022-03-25T17:31:02.85Z,,,,,,0,0,0
54771,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:31:15.273Z,,,,,437,,,
54772,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:33:15.604Z,,,,,438,,,
54773,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:35:25.799Z,,,,,437,,,
54774,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:37:22.164Z,,,,,434,,,
54775,Gases-GilAlbert,2022-03-25T17:38:17.288Z,68.13413,73.91719,0,202.51895,,,,
54776,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:39:19.222Z,,,,,435,,,
54777,Gases-CantoPinyo,2022-03-25T17:40:14.85Z,22.215696,107.03629,0,126.185425,,,,
54778,Gases-Oliver,2022-03-25T17:40:15.355Z,53.50215,86.49546,0,156.09856,,,,
54779,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:41:16.918Z,,,,,436,,,
54780,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:43:17.625Z,,,,,434,,,
54781,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:45:26.77Z,,,,,437,,,
54782,Particulas-GilAlbert,2022-03-25T17:45:46.247Z,,,,,,44,36,22
54783,Particulas-ZonaNortePolideportivo,2022-03-25T17:45:47.728Z,,,,,,43,38,24
54784,Particulas-CantoPinyo,2022-03-25T17:45:49.288Z,,,,,,25,20,12
54785,Particulas-Oliver,2022-03-25T17:46:02.18Z,,,,,,0,0,0
54786,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:47:20.724Z,,,,,437,,,
54787,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:49:31.385Z,,,,,437,,,
54788,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:51:29.321Z,,,,,437,,,
54789,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:53:31.415Z,,,,,435,,,
54790,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:55:37.231Z,,,,,433,,,
54791,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:57:33.295Z,,,,,435,,,
54792,SondaCO2-ExteriorEduardoLatorre,2022-03-25T17:59:33.726Z,,,,,431,,,
54793,Particulas-PaisValencia,2022-03-25T18:00:21.729Z,,,,,,49,40,21
54794,Particulas-GilAlbert,2022-03-25T18:00:46.851Z,,,,,,46,36,21
54795,Particulas-ZonaNortePolideportivo,2022-03-25T18:00:47.242Z,,,,,,48,37,21
54796,Particulas-CantoPinyo,2022-03-25T18:00:49.401Z,,,,,,31,22,11
54797,Particulas-Oliver,2022-03-25T18:01:02.213Z,,,,,,0,0,0
54798,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:01:31.532Z,,,,,429,,,
54799,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:03:29.761Z,,,,,429,,,
54800,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:05:29.186Z,,,,,431,,,
54801,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:07:35.416Z,,,,,431,,,
54802,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:09:33.208Z,,,,,432,,,
54803,Gases-PaisValencia,2022-03-25T18:10:15.383Z,1.1726352,162.75792,0,168.06238,,,,
54804,Gases-PaisValencia,2022-03-25T18:10:15.713Z,0,166.08401,0,171.5967,,,,
54805,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:11:34.544Z,,,,,434,,,
54806,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:13:34.397Z,,,,,432,,,
54807,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:15:35.422Z,,,,,431,,,
54808,Particulas-GilAlbert,2022-03-25T18:15:46.389Z,,,,,,40,34,24
54809,Particulas-ZonaNortePolideportivo,2022-03-25T18:15:47.319Z,,,,,,37,29,17
54810,Particulas-CantoPinyo,2022-03-25T18:15:48.689Z,,,,,,22,20,14
54811,Particulas-Oliver,2022-03-25T18:16:02.174Z,,,,,,0,0,0
54812,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:17:43.863Z,,,,,431,,,
54813,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:19:41.47Z,,,,,434,,,
54814,Gases-ZonaNortePolideportivo,2022-03-25T18:20:24.350Z,8.390192,106.572266,6.28314,123.17385,,,,
54815,Gases-ZonaNortePolideportivo,2022-03-25T18:20:31.289Z,3.8954463,115.04162,6.28314,123.73373,,,,
54816,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:21:42.630Z,,,,,435,,,
54817,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:23:45.33Z,,,,,434,,,
54818,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:25:49.409Z,,,,,430,,,
54819,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:27:54.418Z,,,,,430,,,
54820,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:29:51.534Z,,,,,437,,,
54821,Particulas-GilAlbert,2022-03-25T18:30:46.495Z,,,,,,48,39,24
54822,Particulas-ZonaNortePolideportivo,2022-03-25T18:30:47.937Z,,,,,,28,24,19
54823,Particulas-CantoPinyo,2022-03-25T18:30:49.319Z,,,,,,30,24,15
54824,Particulas-Oliver,2022-03-25T18:31:02.298Z,,,,,,0,0,0
54825,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:31:44.586Z,,,,,437,,,
54826,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:33:47.782Z,,,,,436,,,
54827,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:35:44.44Z,,,,,430,,,
54828,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:37:49.832Z,,,,,430,,,
54829,Gases-GilAlbert,2022-03-25T18:38:16.936Z,68.13413,61.045925,0,230.13983,,,,
54830,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:39:51.793Z,,,,,431,,,
54831,Gases-CantoPinyo,2022-03-25T18:40:14.34Z,27.116219,102.97744,0,126.185425,,,,
54832,Gases-Oliver,2022-03-25T18:40:15.334Z,60.420536,81.9573,0,172.44981,,,,
54833,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:41:56.848Z,,,,,435,,,
54834,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:43:51.55Z,,,,,433,,,
54835,Particulas-ZonaNortePolideportivo,2022-03-25T18:45:47.590Z,,,,,,32,30,23
54836,Particulas-GilAlbert,2022-03-25T18:45:46.336Z,,,,,,52,41,24
54837,Particulas-CantoPinyo,2022-03-25T18:45:49.523Z,,,,,,37,30,13
54838,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:45:53.289Z,,,,,435,,,
54839,Particulas-Oliver,2022-03-25T18:46:02.118Z,,,,,,0,0,0
54840,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:47:58.610Z,,,,,437,,,
54841,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:49:49.999Z,,,,,436,,,
54842,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:51:55.188Z,,,,,435,,,
54843,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:54:04.624Z,,,,,436,,,
54844,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:55:58.435Z,,,,,434,,,
54845,SondaCO2-ExteriorEduardoLatorre,2022-03-25T18:58:04.977Z,,,,,435,,,
54846,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:00:43.849Z,,,,,433,,,
54847,Particulas-GilAlbert,2022-03-25T19:00:47.89Z,,,,,,54,42,24
54848,Particulas-ZonaNortePolideportivo,2022-03-25T19:00:50.829Z,,,,,,47,33,24
54849,Particulas-CantoPinyo,2022-03-25T19:00:50.526Z,,,,,,33,27,17
54850,Particulas-Oliver,2022-03-25T19:01:02.124Z,,,,,,0,0,0
54851,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:02:00.211Z,,,,,433,,,
54852,Particulas-PaisValencia,2022-03-25T19:03:36.654Z,,,,,,49,40,22
54853,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:03:57.676Z,,,,,435,,,
54854,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:06:07.679Z,,,,,433,,,
54855,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:08:07.992Z,,,,,431,,,
54856,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:10:10.499Z,,,,,431,,,
54857,Gases-PaisValencia,2022-03-25T19:10:15.908Z,0,169.07402,0,161.8875,,,,
54858,Gases-PaisValencia,2022-03-25T19:10:16.354Z,0,170.28377,0,158.84068,,,,
54859,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:12:13.917Z,,,,,431,,,
54860,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:14:07.407Z,,,,,434,,,
54861,Particulas-GilAlbert,2022-03-25T19:15:46.118Z,,,,,,53,42,25
54862,Particulas-CantoPinyo,2022-03-25T19:15:49.73Z,,,,,,37,30,11
54863,Particulas-ZonaNortePolideportivo,2022-03-25T19:15:48.204Z,,,,,,35,33,21
54864,Particulas-Oliver,2022-03-25T19:16:02.30Z,,,,,,0,0,0
54865,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:16:16.127Z,,,,,436,,,
54866,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:18:08.984Z,,,,,433,,,
54867,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:20:14.130Z,,,,,434,,,
54868,Gases-ZonaNortePolideportivo,2022-03-25T19:20:17.909Z,3.8954463,120.6844,0,113.52667,,,,
54869,Gases-ZonaNortePolideportivo,2022-03-25T19:20:19.495Z,3.8954463,120.6844,0,113.52667,,,,
54870,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:22:13.813Z,,,,,428,,,
54871,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:24:13.55Z,,,,,425,,,
54872,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:26:11.319Z,,,,,427,,,
54873,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:28:10.936Z,,,,,430,,,
54874,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:30:25.973Z,,,,,429,,,
54875,Particulas-ZonaNortePolideportivo,2022-03-25T19:30:48.517Z,,,,,,35,33,22
54876,Particulas-GilAlbert,2022-03-25T19:30:46.741Z,,,,,,50,41,24
54877,Particulas-CantoPinyo,2022-03-25T19:30:49.152Z,,,,,,29,21,12
54878,Particulas-Oliver,2022-03-25T19:31:03.70Z,,,,,,0,0,0
54879,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:32:12.68Z,,,,,430,,,
54880,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:34:23.940Z,,,,,435,,,
54881,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:36:12.999Z,,,,,437,,,
54882,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:38:16.44Z,,,,,435,,,
54883,Gases-GilAlbert,2022-03-25T19:38:16.672Z,58.864185,73.63048,0,170.10777,,,,
54884,Gases-CantoPinyo,2022-03-25T19:40:17.461Z,19.602085,98.22894,0,144.1515,,,,
54885,Gases-Oliver,2022-03-25T19:40:17.984Z,60.420536,68.5842,0,174.58258,,,,
54886,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:40:22.169Z,,,,,435,,,
54887,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:42:18.76Z,,,,,433,,,
54888,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:44:15.609Z,,,,,432,,,
54889,Particulas-GilAlbert,2022-03-25T19:45:46.701Z,,,,,,52,40,27
54890,Particulas-ZonaNortePolideportivo,2022-03-25T19:45:47.888Z,,,,,,46,34,20
54891,Particulas-CantoPinyo,2022-03-25T19:45:49.101Z,,,,,,29,24,18
54892,Particulas-Oliver,2022-03-25T19:46:02.106Z,,,,,,0,0,0
54893,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:46:24.494Z,,,,,433,,,
54894,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:48:23.496Z,,,,,433,,,
54895,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:50:28.481Z,,,,,435,,,
54896,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:52:20.21Z,,,,,433,,,
54897,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:54:27.527Z,,,,,430,,,
54898,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:56:32.439Z,,,,,431,,,
54899,SondaCO2-ExteriorEduardoLatorre,2022-03-25T19:58:30.573Z,,,,,428,,,
54900,Particulas-ZonaNortePolideportivo,2022-03-25T20:00:48.222Z,,,,,,33,29,16
54901,Particulas-GilAlbert,2022-03-25T20:00:47.22Z,,,,,,53,43,26
54902,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:00:48.123Z,,,,,428,,,
54903,Particulas-CantoPinyo,2022-03-25T20:00:49.87Z,,,,,,40,36,14
54904,Particulas-Oliver,2022-03-25T20:01:02.12Z,,,,,,0,0,0
54905,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:02:34.521Z,,,,,428,,,
54906,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:04:34.73Z,,,,,430,,,
54907,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:06:36.905Z,,,,,430,,,
54908,Particulas-PaisValencia,2022-03-25T20:06:49.613Z,,,,,,50,40,23
54909,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:08:35.28Z,,,,,430,,,
54910,Gases-PaisValencia,2022-03-25T20:10:15.372Z,0,162.51387,0,155.91574,,,,
54911,Gases-PaisValencia,2022-03-25T20:10:15.895Z,0,167.9144,0,148.84714,,,,
54912,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:10:34.571Z,,,,,433,,,
54913,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:12:36.942Z,,,,,433,,,
54914,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:14:37.615Z,,,,,431,,,
54915,Particulas-ZonaNortePolideportivo,2022-03-25T20:15:48.647Z,,,,,,29,25,23
54916,Particulas-GilAlbert,2022-03-25T20:15:46.205Z,,,,,,53,42,25
54917,Particulas-CantoPinyo,2022-03-25T20:15:49.325Z,,,,,,32,28,16
54918,Particulas-Oliver,2022-03-25T20:16:02.245Z,,,,,,0,0,0
54919,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:16:40.242Z,,,,,432,,,
54920,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:18:37.781Z,,,,,430,,,
54921,Gases-ZonaNortePolideportivo,2022-03-25T20:20:18.900Z,3.8954463,116.683334,1.68658,116.19686,,,,
54922,Gases-ZonaNortePolideportivo,2022-03-25T20:20:16.926Z,3.8954463,120.6844,0,113.52667,,,,
54923,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:20:42.504Z,,,,,427,,,
54924,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:22:43.259Z,,,,,429,,,
54925,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:24:43.514Z,,,,,427,,,
54926,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:26:46.326Z,,,,,428,,,
54927,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:28:48.740Z,,,,,427,,,
54928,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:30:46.674Z,,,,,428,,,
54929,Particulas-GilAlbert,2022-03-25T20:30:46.859Z,,,,,,52,41,23
54930,Particulas-CantoPinyo,2022-03-25T20:30:48.809Z,,,,,,33,28,10
54931,Particulas-ZonaNortePolideportivo,2022-03-25T20:30:50.392Z,,,,,,44,35,21
54932,Particulas-Oliver,2022-03-25T20:31:02.28Z,,,,,,0,0,0
54933,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:32:46.183Z,,,,,427,,,
54934,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:34:48.676Z,,,,,428,,,
54935,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:36:53.583Z,,,,,429,,,
54936,Gases-GilAlbert,2022-03-25T20:38:22.54Z,40.324284,74.87034,0,199.46129,,,,
54937,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:38:45.176Z,,,,,429,,,
54938,Gases-CantoPinyo,2022-03-25T20:40:19.396Z,20.58219,109.73979,0,135.4855,,,,
54939,Gases-Oliver,2022-03-25T20:40:19.769Z,44.277645,81.715904,0,181.59026,,,,
54940,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:40:45.599Z,,,,,428,,,
54941,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:42:48.550Z,,,,,427,,,
54942,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:44:50.426Z,,,,,425,,,
54943,Particulas-ZonaNortePolideportivo,2022-03-25T20:45:49.41Z,,,,,,34,30,23
54944,Particulas-GilAlbert,2022-03-25T20:45:46.828Z,,,,,,49,39,22
54945,Particulas-CantoPinyo,2022-03-25T20:45:48.718Z,,,,,,30,23,10
54946,Particulas-Oliver,2022-03-25T20:46:02.75Z,,,,,,0,0,0
54947,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:46:51.231Z,,,,,427,,,
54948,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:48:56.206Z,,,,,428,,,
54949,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:50:56.770Z,,,,,424,,,
54950,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:52:55.201Z,,,,,428,,,
54951,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:54:56.678Z,,,,,427,,,
54952,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:56:58.971Z,,,,,430,,,
54953,SondaCO2-ExteriorEduardoLatorre,2022-03-25T20:59:02.164Z,,,,,430,,,
54954,Particulas-GilAlbert,2022-03-25T21:00:47.775Z,,,,,,47,37,23
54955,Particulas-ZonaNortePolideportivo,2022-03-25T21:00:48.985Z,,,,,,50,37,19
54956,Particulas-CantoPinyo,2022-03-25T21:00:49.315Z,,,,,,20,15,15
54957,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:01:02.253Z,,,,,434,,,
54958,Particulas-Oliver,2022-03-25T21:01:02.53Z,,,,,,0,0,0
54959,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:03:00.634Z,,,,,432,,,
54960,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:05:06.686Z,,,,,432,,,
54961,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:06:59.398Z,,,,,432,,,
54962,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:09:07.264Z,,,,,431,,,
54963,Particulas-PaisValencia,2022-03-25T21:10:00.114Z,,,,,,54,43,21
54964,Gases-PaisValencia,2022-03-25T21:10:19.48Z,0,170.26065,0,141.94101,,,,
54965,Gases-PaisValencia,2022-03-25T21:10:20.33Z,0,170.45383,0,139.13794,,,,
54966,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:11:10.390Z,,,,,432,,,
54967,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:13:11.723Z,,,,,430,,,
54968,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:15:17.502Z,,,,,431,,,
54969,Particulas-ZonaNortePolideportivo,2022-03-25T21:15:47.258Z,,,,,,34,29,19
54970,Particulas-GilAlbert,2022-03-25T21:15:46.951Z,,,,,,45,37,24
54971,Particulas-CantoPinyo,2022-03-25T21:15:49.141Z,,,,,,26,24,10
54972,Particulas-Oliver,2022-03-25T21:16:02.188Z,,,,,,0,0,0
54973,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:17:05.118Z,,,,,430,,,
54974,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:19:15.120Z,,,,,430,,,
54975,Gases-ZonaNortePolideportivo,2022-03-25T21:20:18.510Z,0,116.683334,0,116.19686,,,,
54976,Gases-ZonaNortePolideportivo,2022-03-25T21:20:25.237Z,0,125.68785,0,105.429924,,,,
54977,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:21:08.532Z,,,,,430,,,
54978,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:23:14.479Z,,,,,430,,,
54979,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:25:12.406Z,,,,,430,,,
54980,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:27:14.134Z,,,,,430,,,
54981,SondaCO2-ExteriorEduardoLatorre,2022-03-25T21:29:11.737Z,,,,,431,,,
54982,Particulas-GilAlbert,2022-03-25T21:30:46.841Z,,,,,,49,40,24
